district,code1,code2,description,lon,lat,other
苍南,22398,26097,低层居民区,120.30117,27.46723,0
苍南,26614,26037,低层居民区,120.541001,27.589201,110
苍南,22668,26038,低层居民区,120.52306,27.575801,270
平阳,22491,25963,村庄,120.455596,27.629132,160
苍南,26484,26041,乡镇,120.455777,27.268131,270
苍南,26749,26043,村庄,120.59663,27.50291,225
乐清,26812,27056,村庄,121.01642,28.16971,200
鹿城,22654,27194,低层居民区,120.675309,28.024386,270
鹿城,26489,27354,城区道路,120.710239,28.00288,250
泰顺,22748,27512,中小学,119.916055,27.437857,200
苍南,26749,26305,村庄,120.590001,27.507201,210
苍南,22485,26371,村庄,120.60003,27.39188,20
苍南,22398,26311,村庄,120.189001,27.504601,95
苍南,26737,26373,村庄,120.41136,27.50598,260
苍南,22516,26259,村庄,120.513001,27.518101,50
苍南,22393,26314,低层居民区,120.377601,27.49858,320
苍南,22485,26262,近水近海域,120.613601,27.37849,270
苍南,26749,26317,村庄,120.619923,27.446474,180
苍南,26619,26322,工业园区,120.422494,27.528992,240
苍南,22668,26323,村庄,120.512001,27.567201,120
苍南,26737,26325,村庄,120.375435,27.50508,80
苍南,26484,26391,村庄,120.450976,27.232629,0
苍南,26619,26326,工业园区,120.422494,27.528992,150
苍南,26737,26327,工业园区,120.375435,27.50508,90
苍南,22516,26275,村庄,120.51069,27.49019,160
苍南,22671,26329,乡镇,120.54737,27.57349,170
苍南,26484,26331,近水近海域,120.51821,27.26413,160
苍南,26737,26217,低层居民区,120.40046,27.506901,190
苍南,26749,26221,乡镇,120.61092,27.44121,210
苍南,26484,26222,村庄,120.46323,27.18854,0
苍南,26749,26223,村庄,120.619923,27.446474,180
苍南,26749,26225,低层居民区,120.61092,27.44121,210
苍南,26737,26226,低层居民区,120.405501,27.508101,120
苍南,22398,26098,村庄,120.36067,27.51377,295
苍南,26615,26166,低层居民区,120.54169,27.57894,220
苍南,26749,26101,乡镇,120.62262,27.48923,250
苍南,22663,26102,村庄,120.44059,27.504869,210
苍南,22671,26103,城区道路,120.56167,27.57549,330
苍南,22393,26104,国道省道,120.35275,27.44464,50
苍南,26749,26105,低层居民区,120.61686,27.48761,160
泰顺,22748,27201,乡镇,119.883001,27.444901,310
泰顺,22751,27203,村庄,119.864391,27.356071,359
鹿城,26805,27327,城区道路,120.65303,28.017358,240
苍南,26749,26872,村庄,120.63535,27.39969,170
苍南,22393,26874,村庄,120.373232,27.491975,180
苍南,26809,26955,低层居民区,120.39735,27.51176,170
苍南,26619,26372,低层居民区,120.41585,27.51216,210
苍南,26619,26436,高速公路,120.39955,27.52261,275
苍南,26619,26375,低层居民区,120.41585,27.51216,210
苍南,22668,26442,低层居民区,120.527415,27.567749,0
苍南,22393,26315,低层居民区,120.377601,27.49858,235
苍南,22485,26376,村庄,120.60003,27.39188,195
苍南,22668,26321,村庄,120.512001,27.567201,60
苍南,26749,26381,村庄,120.633001,27.401901,150
苍南,22663,26386,国道省道,120.432324,27.529444,245
苍南,22393,26387,低层居民区,120.36083,27.47111,160
苍南,26614,26393,城区道路,120.54439,27.58651,110
苍南,26484,26467,郊区道路,120.43764,27.31649,330
苍南,22663,26468,村庄,120.42779,27.50473,170
苍南,22668,26394,乡镇,120.534001,27.509201,50
苍南,22485,26395,低层居民区,120.60983,27.43674,220
苍南,22485,26398,低层居民区,120.60983,27.43674,210
苍南,26749,26401,村庄,120.566001,27.450801,225
苍南,22663,26276,低层居民区,120.418922,27.523584,110
苍南,22747,26277,乡镇,120.507001,27.339901,235
苍南,22663,26278,低层居民区,120.418922,27.523584,360
苍南,26484,26279,村庄,120.46245,27.25237,205
苍南,22747,26281,乡镇,120.44534,27.46276,125
苍南,22398,26282,村庄,120.230127,27.508344,65
苍南,26615,26167,低层居民区,120.54169,27.57894,20
苍南,26737,26227,中小学,120.405501,27.508101,120
苍南,26737,26168,高速公路,120.38228,27.51552,160
苍南,26737,26171,低层居民区,120.390001,27.506501,220
苍南,26484,26172,乡镇,120.477001,27.272701,160
苍南,26619,26174,村庄,120.46045,27.54284,260
乐清,22486,27336,村庄,120.86652,28.05943,100
泰顺,22751,27503,医院,119.71456,27.54714,350
瑞安,22385,27508,村庄,120.58645,27.84046,180
苍南,26809,26956,城区道路,120.40147,27.51081,180
泰顺,22748,27061,乡镇,119.910248,27.559262,0
泰顺,22751,27062,村庄,119.74533,27.46372,145
苍南,26619,26441,中小学,120.418001,27.513701,60
苍南,22747,26511,近水近海域,120.532001,27.343101,350
苍南,22668,26443,中小学,120.49825,27.55601,120
苍南,26615,26513,低层居民区,120.515001,27.584001,160
苍南,22668,26377,低层居民区,120.532866,27.524977,140
苍南,26619,26445,低层居民区,120.418001,27.513701,230
苍南,22663,26382,低层居民区,120.432324,27.529444,245
苍南,22516,26452,工业园区,120.55656,27.48288,70
苍南,26614,26388,城区道路,120.55109,27.58619,150
苍南,22393,26462,高速公路,120.33205,27.46312,170
苍南,22668,26464,工业园区,120.51726,27.56759,210
苍南,22663,26471,低层居民区,120.433001,27.521201,225
苍南,26746,26527,企事业单位,120.57145,27.48817,190
苍南,26749,26397,低层居民区,120.633364,27.492278,280
苍南,26614,26472,低层居民区,120.54722,27.57806,360
苍南,26749,26402,近水近海域,120.66504,27.481632,350
苍南,22663,26475,低层居民区,120.433001,27.521201,225
苍南,22671,26332,工业园区,120.56289,27.566201,140
苍南,26619,26333,村庄,120.44614,27.54033,180
苍南,22671,26335,工业园区,120.56289,27.566201,190
苍南,26749,26341,村庄,120.64954,27.45238,90
苍南,26749,26284,低层居民区,120.61686,27.48761,160
苍南,22393,26342,村庄,120.36781,27.48333,130
鹿城,26493,26228,低层居民区,120.677401,27.99666,120
苍南,26614,26285,低层居民区,120.54931,27.58774,175
苍南,22668,26231,村庄,120.515001,27.537501,180
苍南,22671,26232,村庄,120.551552,27.538721,180
苍南,22663,26234,村庄,120.42416,27.49564,185
苍南,26484,26235,乡镇,120.455777,27.268131,120
泰顺,22748,27511,村庄,119.967497,27.530323,360
泰顺,22488,27633,村庄,120.11999,27.45747,270
龙湾,22656,27634,城区道路,120.72066,27.96946,240
泰顺,22488,27063,国道省道,120.24012,27.43722,160
泰顺,22748,27205,乡镇,119.883001,27.444901,260
乐清,22742,27206,城区道路,120.87399,28.07312,220
苍南,26615,26512,低层居民区,120.515001,27.584001,240
苍南,26809,26591,低层居民区,120.400001,27.508601,180
苍南,22668,26514,工业园区,120.52624,27.55999,100
苍南,26619,26596,低层居民区,120.40082,27.51766,220
苍南,22668,26446,低层居民区,120.527415,27.567749,100
苍南,22668,26515,工业园区,120.52624,27.55999,90
苍南,26809,26461,低层居民区,120.39001,27.51337,360
苍南,26737,26517,低层居民区,120.38701,27.50845,240
苍南,26809,26524,低层居民区,120.39625,27.512201,250
苍南,26737,26525,低层居民区,120.396763,27.500551,220
苍南,22671,26528,城区道路,120.56497,27.57016,190
苍南,22747,26583,村庄,120.39164,27.38335,290
苍南,26614,26474,低层居民区,120.54673,27.59289,135
苍南,22671,26534,低层居民区,120.570001,27.572801,130
苍南,26614,26476,低层居民区,120.54722,27.57806,160
苍南,26615,26536,城区道路,120.53604,27.58731,170
苍南,22671,26404,工业园区,120.57349,27.57172,170
苍南,22671,26405,工业园区,120.57349,27.57172,170
苍南,22668,26406,低层居民区,120.537307,27.512726,150
苍南,22668,26408,低层居民区,120.537307,27.512726,260
苍南,22516,26344,村庄,120.55265,27.49553,160
苍南,22393,26346,村庄,120.36781,27.48333,150
苍南,22747,26286,乡镇,120.44534,27.46276,125
苍南,22398,26347,乡镇,120.299001,27.46134,310
苍南,26614,26287,乡镇,120.54931,27.58774,0
苍南,26619,26288,村庄,120.395456,27.525133,170
苍南,26737,26237,村庄,120.41136,27.50598,250
苍南,26484,26291,村庄,120.466751,27.174186,340
瑞安,26495,27718,低层居民区,120.659941,27.834297,145
龙湾,26611,27724,工业园区,120.80096,27.85558,160
泰顺,22488,27637,乡镇,119.99808,27.47388,320
泰顺,22488,27642,村庄,119.95828,27.44449,300
乐清,22653,27726,工业园区,120.890038,28.044991,290
苍南,26809,26593,医院,120.400001,27.508601,210
平阳,22392,25292,村庄,120.26991,27.61401,160
平阳,26608,25293,低层居民区,120.604001,27.725101,110
苍南,26619,26597,低层居民区,120.40082,27.51766,220
平阳,26608,25296,高速公路,120.58053,27.73246,150
平阳,22487,25297,郊区道路,120.28014,27.66317,150
苍南,26737,26516,低层居民区,120.38701,27.50845,250
苍南,26614,26605,低层居民区,120.541443,27.586603,235
苍南,26484,26521,村庄,120.43964,27.23909,120
苍南,26809,26594,城区道路,120.40129,27.51579,150
苍南,26809,26595,低层居民区,120.401001,27.510301,220
苍南,26749,26582,近水近海域,120.64208,27.43833,210
平阳,22645,25313,低层居民区,120.562001,27.667101,215
苍南,22668,26584,低层居民区,120.54195,27.56594,30
平阳,22482,25322,企事业单位,120.32672,27.68522,330
平阳,26618,25323,医院,120.46928,27.56776,295
苍南,22671,26535,中小学,120.570001,27.572801,240
苍南,22516,26537,村庄,120.494001,27.51767,270
苍南,26614,26601,低层居民区,120.541443,27.586603,235
苍南,26737,26477,城区道路,120.38769,27.50578,250
苍南,26619,26478,国道省道,120.40691,27.51888,0
苍南,26615,26482,低层居民区,120.539001,27.576601,360
苍南,26615,26484,低层居民区,120.52768,27.58005,155
苍南,22516,26411,村庄,120.540901,27.50032,0
苍南,26615,26412,低层居民区,120.529418,27.584001,180
苍南,22747,26351,乡镇,120.38745,27.38653,70
苍南,22671,26352,低层居民区,120.546001,27.572601,100
苍南,22747,26354,乡镇,120.45107,27.46785,260
苍南,22398,26356,高速公路,120.30941,27.46293,90
苍南,26737,26292,城区道路,120.38404,27.50694,340
苍南,22393,26293,村庄,120.39463,27.49244,200
瑞安,26494,27838,低层居民区,120.71126,27.85238,170
瓯海,22657,27844,村庄,120.597173,27.982222,160
平阳,22645,25376,企事业单位,120.56083,27.67592,200
平阳,26618,25377,高速公路,120.48009,27.58622,260
龙湾,26616,25378,城区道路,120.80462,27.92328,160
平阳,22487,25295,城区道路,120.28014,27.66317,150
平阳,26608,25381,近水近海域,120.664033,27.62787,200
平阳,22482,25382,工业园区,120.329795,27.675077,60
平阳,26608,25299,集贸市场,120.61242,27.72495,220
龙湾,22394,25388,城区道路,120.80713,27.88454,180
平阳,26618,25391,低层居民区,120.473001,27.570401,0
苍南,22398,26607,高速公路,120.30938,27.44902,90
平阳,22641,25302,写字楼,120.559312,27.60257,185
平阳,22645,25303,高速公路,120.556001,27.690101,340
平阳,22645,25306,高速公路,120.556001,27.690101,235
平阳,22491,25307,村庄,120.361056,27.688821,250
平阳,22667,25312,写字楼,120.54558,27.61695,260
平阳,22667,25317,广场公园,120.54172,27.619301,235
平阳,22482,25321,中小学,120.324948,27.678853,245
平阳,22667,25419,村庄,120.54524,27.75413,200
平阳,22482,25325,企事业单位,120.32672,27.68522,130
平阳,22392,25423,村庄,120.238012,27.637241,280
平阳,22645,25425,党政军机关,120.56152,27.679101,300
苍南,22668,26586,低层居民区,120.54195,27.56594,270
平阳,22482,25327,村庄,120.37275,27.63389,235
平阳,26618,25329,国道省道,120.518001,27.593601,45
苍南,26809,26604,城区道路,120.40129,27.51579,150
平阳,22482,25332,医院,120.41262,27.592901,140
苍南,26615,26538,城区道路,120.53604,27.58731,170
苍南,22671,26544,村庄,120.566001,27.524301,100
苍南,22671,26548,工业园区,120.56696,27.560601,120
苍南,26809,26551,低层居民区,120.408191,27.512311,210
平阳,26618,25257,工业园区,120.45631,27.58478,190
苍南,26615,26485,低层居民区,120.539001,27.576601,230
苍南,26615,26486,低层居民区,120.52768,27.58005,155
苍南,26615,26414,低层居民区,120.529922,27.581889,60
苍南,26615,26416,低层居民区,120.529418,27.584001,140
苍南,22398,26357,乡镇,120.30941,27.46293,70
苍南,26615,26417,低层居民区,120.529922,27.581889,60
苍南,22671,26359,低层居民区,120.549001,27.574501,160
苍南,22393,26361,乡镇,120.35989,27.46479,220
泰顺,22751,27975,低层居民区,119.725301,27.548901,230
乐清,26492,27976,高速公路,121.210059,28.401195,290
泰顺,22751,27977,低层居民区,119.725301,27.548901,0
平阳,22645,25485,低层居民区,120.554394,27.677033,140
平阳,22667,25491,国道省道,120.54135,27.61537,0
平阳,22641,25492,高层居民区,120.54608,27.60041,115
平阳,22487,25383,城区道路,120.29552,27.63526,60
平阳,26618,25493,村庄,120.505101,27.587201,330
平阳,22667,25495,国道省道,120.54135,27.61537,130
平阳,26608,25392,工业园区,120.57308,27.62215,240
平阳,22641,25501,高层居民区,120.550859,27.598148,120
平阳,22487,25503,低层居民区,120.31606,27.63577,140
平阳,22491,25305,村庄,120.361056,27.688821,250
平阳,22645,25393,高层居民区,120.56309,27.66454,330
平阳,22487,25401,工业园区,120.31448,27.63686,0
平阳,22392,25409,村庄,120.296701,27.58681,320
平阳,22487,25411,低层居民区,120.322001,27.632501,140
平阳,22482,25413,国道省道,120.32264,27.69063,0
平阳,22645,25421,党政军机关,120.56156,27.67906,280
平阳,26608,25422,村庄,120.57195,27.638601,320
平阳,26618,25522,工业园区,120.46759,27.56951,330
平阳,26608,25426,村庄,120.57195,27.638601,270
平阳,26608,25529,村庄,120.57997,27.65412,145
平阳,22482,25532,村庄,120.40369,27.60481,320
平阳,26618,25331,中小学,120.458001,27.573401,35
平阳,22487,25431,星级酒店,120.32345,27.636601,210
平阳,22487,25433,低层居民区,120.320001,27.635801,130
平阳,22482,25333,低层居民区,120.319535,27.680628,100
平阳,26618,25335,中小学,120.458001,27.573401,115
平阳,22667,25441,中小学,120.53621,27.60668,320
平阳,22645,25253,低层居民区,120.55554,27.66345,0
平阳,26618,25254,低层居民区,120.447801,27.556301,240
平阳,22487,25255,低层居民区,120.32009,27.63649,90
平阳,22667,25261,村庄,120.523001,27.687101,330
平阳,26608,25262,村庄,120.59364,27.59577,300
平阳,22667,25342,村庄,120.55779,27.74811,160
苍南,22485,26552,低层居民区,120.61781,27.435601,160
苍南,26809,26555,低层居民区,120.408191,27.512311,245
苍南,26619,26487,高速公路,120.407221,27.532944,280
苍南,22398,26488,低层居民区,120.36566,27.52163,160
苍南,22747,26421,村庄,120.545001,27.395601,100
苍南,26749,26491,村庄,120.569001,27.514501,270
苍南,26809,26422,低层居民区,120.39432,27.51448,230
苍南,26749,26424,工业园区,120.59327,27.44887,140
鹿城,26623,28087,工业园区,120.57698,28.04193,260
文成,22750,28091,风景区,120.002331,27.84725,60
平阳,22482,25601,村庄,120.34081,27.64607,230
平阳,22667,25603,高速公路,120.54182,27.67995,170
平阳,22482,25605,村庄,120.34081,27.64607,230
平阳,22641,25496,高层居民区,120.54608,27.60041,115
平阳,22667,25606,高速公路,120.54182,27.67995,180
鹿城,22665,25607,城区道路,120.599644,28.024644,230
平阳,22641,25505,高层居民区,120.550859,27.598148,120
平阳,22667,25613,村庄,120.53012,27.69045,160
平阳,22482,25615,村庄,120.37931,27.59917,30
平阳,22667,25407,村庄,120.563001,27.742101,170
平阳,22487,25506,低层居民区,120.31606,27.63577,140
平阳,22392,25511,村庄,120.29306,27.60518,110
平阳,22645,25515,星级酒店,120.560343,27.66726,150
平阳,22487,25516,中小学,120.32695,27.62621,275
龙湾,26616,25518,商业中心,120.81126,27.92668,150
平阳,22645,25523,低层居民区,120.563001,27.671001,110
平阳,22491,25526,村庄,120.436401,27.64966,200
平阳,22641,25643,高层居民区,120.544391,27.611795,160
平阳,22482,25533,工业园区,120.33593,27.673301,120
平阳,22487,25649,村庄,120.352053,27.628641,140
平阳,22392,25651,风景区,120.252978,27.615906,280
平阳,22487,25435,星级酒店,120.32345,27.636601,220
平阳,22482,25535,村庄,120.40369,27.60481,150
平阳,26608,25536,写字楼,120.581104,27.724058,160
平阳,22487,25443,低层居民区,120.327998,27.638806,165
平阳,22667,25445,中小学,120.53621,27.60668,195
平阳,22641,25542,城区道路,120.559853,27.593556,10
平阳,22482,25336,医院,120.41262,27.592901,350
平阳,22487,25337,村庄,120.30852,27.632201,110
平阳,22491,25341,村庄,120.436401,27.64966,290
平阳,22487,25343,工业园区,120.323707,27.644595,290
平阳,22667,25346,高速公路,120.55779,27.74811,150
平阳,22482,25453,低层居民区,120.324902,27.68302,0
平阳,22667,25263,低层居民区,120.53155,27.72166,290
平阳,22667,25264,高速公路,120.54745,27.68109,190
平阳,26618,25265,低层居民区,120.451401,27.56383,150
苍南,22485,26556,低层居民区,120.61781,27.435601,205
苍南,22668,26561,乡镇,120.544001,27.518101,200
苍南,22668,26492,工业园区,120.50507,27.55779,120
苍南,26749,26562,工业园区,120.598001,27.438601,140
苍南,22668,26493,工业园区,120.50507,27.55779,120
苍南,22663,26498,低层居民区,120.42657,27.51998,160
苍南,22747,26501,乡镇,120.364001,27.409301,210
鹿城,26623,28187,工业园区,120.58807,28.04973,200
文成,22750,28193,村庄,119.960323,27.901931,210
瓯海,26751,28195,村庄,120.63452,27.90417,250
平阳,26608,25715,工业园区,120.59146,27.730901,250
龙湾,26616,25718,商业中心,120.808542,27.921521,170
平阳,22645,25723,城区道路,120.55645,27.68438,40
平阳,22482,25611,村庄,120.37931,27.59917,200
平阳,22641,25733,低层居民区,120.53927,27.60351,225
平阳,22641,25735,低层居民区,120.53927,27.60351,220
平阳,22392,25616,中小学,120.23378,27.64339,200
平阳,22487,25741,中小学,120.31447,27.629501,0
平阳,22667,25743,医院,120.52865,27.60482,290
平阳,22645,25513,星级酒店,120.560343,27.66726,150
鹿城,22665,25617,低层居民区,120.597001,28.007701,160
平阳,22482,25621,村庄,120.32639,27.59794,60
平阳,22482,25626,低层居民区,120.319535,27.680628,100
平阳,22645,25632,企事业单位,120.55262,27.65944,0
平阳,22641,25636,低层居民区,120.53996,27.61211,240
平阳,22641,25645,高层居民区,120.544391,27.611795,150
鹿城,22523,25647,城区道路,120.629768,28.019154,340
平阳,22641,25766,休闲娱乐场所,120.55353,27.611701,200
平阳,22667,25653,高速公路,120.53612,27.66162,180
平阳,22645,25772,集贸市场,120.559001,27.664901,80
平阳,22482,25773,工业园区,120.36807,27.62736,160
平阳,22392,25541,村庄,120.30075,27.57059,125
平阳,22667,25655,高速公路,120.53612,27.66162,180
平阳,22392,25656,风景区,120.252978,27.615906,330
平阳,22487,25543,党政军机关,120.31856,27.63437,170
平阳,26608,25546,工业园区,120.590575,27.71767,110
平阳,22487,25666,村庄,120.294135,27.651796,330
平阳,22645,25446,低层居民区,120.557001,27.680701,175
平阳,26618,25451,国道省道,120.44788,27.58924,360
平阳,22641,25452,工业园区,120.553001,27.618001,195
平阳,26618,25455,低层居民区,120.473001,27.570401,210
平阳,26618,25456,国道省道,120.44788,27.58924,270
平阳,22491,25562,村庄,120.376841,27.659931,170
平阳,22645,25351,党政军机关,120.55948,27.66842,205
平阳,26608,25352,村庄,120.64803,27.67912,350
平阳,26618,25353,长途汽车站,120.45981,27.566301,180
平阳,26618,25267,低层居民区,120.451401,27.56383,160
龙湾,26616,25268,城区道路,120.787201,27.95491,120
平阳,22491,25271,村庄,120.358401,27.68083,350
苍南,22668,26564,低层居民区,120.53477,27.51791,220
平阳,26618,25272,国道省道,120.44951,27.551962,270
平阳,22487,25273,村庄,120.31068,27.63213,150
苍南,22668,26565,低层居民区,120.53477,27.51791,150
苍南,26737,26566,企事业单位,120.39425,27.50293,110
鹿城,26623,28297,工业园区,120.575282,28.046054,250
鹿城,26805,28298,城区道路,120.65261,28.01179,140
平阳,22482,25845,企事业单位,120.418065,27.598798,240
平阳,22645,25846,村庄,120.55262,27.65944,310
平阳,26608,25849,城区道路,120.581104,27.724058,160
平阳,26618,25736,村庄,120.475701,27.577901,285
平阳,22645,25851,村庄,120.558001,27.686901,280
平阳,22667,25853,村庄,120.534001,27.703101,120
平阳,22667,25745,医院,120.52865,27.60482,180
平阳,22645,25859,工业园区,120.56317,27.686401,210
平阳,26618,25861,高速公路,120.453001,27.567301,360
平阳,22667,25623,村庄,120.51163,27.68051,200
龙湾,26611,25747,工业园区,120.80871,27.85823,140
平阳,22487,25752,中小学,120.318001,27.640001,250
平阳,22645,25755,企事业单位,120.55456,27.670301,210
平阳,26618,25762,城区道路,120.465449,27.574029,150
平阳,26618,25765,高速公路,120.49102,27.597953,185
龙湾,26738,25768,城区道路,120.75744,27.97332,170
平阳,22641,25769,休闲娱乐场所,120.55353,27.611701,200
平阳,22392,25886,村庄,120.27097,27.66875,335
平阳,22645,25775,集贸市场,120.559001,27.664901,270
平阳,22641,25906,低层居民区,120.545001,27.603101,290
平阳,22667,25909,高速公路,120.548477,27.669382,150
平阳,22487,25661,村庄,120.294135,27.651796,330
龙湾,22390,25778,村庄,120.73665,27.96568,280
平阳,22487,25781,长途汽车站,120.33478,27.64379,330
龙湾,26616,25668,城区道路,120.79378,27.94543,230
平阳,22667,25669,风景区,120.54277,27.65126,260
平阳,22487,25785,长途汽车站,120.33478,27.64379,165
平阳,22392,25551,村庄,120.194201,27.653403,360
平阳,22645,25556,低层居民区,120.55554,27.66345,360
龙湾,22524,25558,城区道路,120.79628,27.84896,120
平阳,26618,25563,低层居民区,120.47032,27.57298,90
龙湾,22394,25568,城区道路,120.80628,27.88689,220
平阳,22482,25675,村庄,120.42943,27.56948,180
平阳,22641,25461,中小学,120.54312,27.60621,210
平阳,22641,25463,城区道路,120.548969,27.604135,290
瓯海,22737,25464,城区道路,120.568261,27.941127,350
平阳,22645,25355,党政军机关,120.55948,27.66842,205
平阳,26618,25356,长途汽车站,120.45981,27.566301,180
平阳,26608,25359,村庄,120.569295,27.659882,230
平阳,22491,25275,村庄,120.358142,27.679774,350
平阳,22641,25361,中小学,120.552001,27.600201,270
平阳,22667,25363,高速公路,120.55743,27.72799,150
平阳,26618,25276,高速公路,120.44951,27.551962,270
平阳,22487,25277,工业园区,120.316301,27.619601,80
平阳,22491,25281,村庄,120.455596,27.629132,70
苍南,26614,26641,低层居民区,120.543349,27.581334,360
苍南,22668,26644,工业园区,120.512531,27.557211,300
平阳,22482,25983,城区道路,120.345001,27.641701,290
平阳,22641,25986,工业园区,120.553001,27.618001,195
平阳,22641,25996,中小学,120.555001,27.609301,240
瓯海,22738,28206,高速公路,120.665704,27.858056,235
瓯海,26810,28326,工业园区,120.62801,27.96781,190
鹿城,22665,28207,城中村,120.588883,28.009333,150
文成,22750,28211,村庄,120.051666,27.657473,330
鹿城,26613,28117,低层居民区,120.61708,28.02467,210
瓯海,22745,28216,中小学,120.667661,27.972648,150
文成,22512,28121,乡镇,120.12934,27.83906,80
文成,22512,28122,企事业单位,120.096141,27.796772,165
文成,22512,28124,国道省道,120.215982,27.926712,280
泰顺,22488,27902,村庄,120.087521,27.480401,210
瓯海,22494,27904,郊区道路,120.61124,27.96515,225
龙湾,26490,27774,工业园区,120.78492,27.96749,130
瑞安,26736,27908,低层居民区,120.629001,27.777164,359
泰顺,22751,27575,企事业单位,119.715661,27.570071,165
泰顺,22488,27576,乡镇,120.04275,27.39101,310
瑞安,26736,27578,低层居民区,120.63309,27.800501,115
泰顺,22751,27433,党政军机关,119.70923,27.55992,360
泰顺,22751,27435,党政军机关,119.70923,27.55992,180
鹿城,26487,27444,城区道路,120.68284,27.99338,
泰顺,22751,27169,村庄,119.818701,27.422651,60
泰顺,22751,27171,党政军机关,119.714878,27.564528,140
泰顺,22751,27283,国道省道,119.854618,27.490461,295
泰顺,22751,27175,党政军机关,119.714878,27.564528,260
泰顺,22751,27291,乡镇,119.854901,27.499701,0
鹿城,22490,27294,工业园区,120.58055,28.03228,150
泰顺,22488,27031,乡镇,120.00068,27.470111,170
泰顺,22488,27035,乡镇,120.000681,27.47011,210
乐清,22662,27176,工业园区,120.98482,28.05694,210
瑞安,26736,27038,村庄,120.62155,27.82025,60
泰顺,22751,27041,乡镇,119.898001,27.365701,240
鹿城,22647,27044,城区道路,120.604277,28.019912,310
苍南,22668,26941,乡镇,120.540001,27.520101,170
苍南,22485,26944,城区道路,120.60412,27.43419,100
龙湾,22524,28738,乡镇,120.78289,27.86417,210
龙湾,26738,28856,工业园区,120.747504,27.973688,190
苍南,26737,26651,低层居民区,120.394001,27.510001,210
苍南,22485,26721,乡镇,120.610001,27.432901,170
鹿城,26609,28327,工业园区,120.587701,28.039271,325
苍南,26737,26655,低层居民区,120.394001,27.510001,210
瓯海,22527,28336,高校,120.69607,27.91782,330
鹿城,26613,28217,风景区,120.624401,28.029592,215
瓯海,22527,28346,高校,120.68424,27.92043,0
文成,22750,28222,村庄,119.79876,27.85873,70
龙湾,26490,28225,近水近海域,120.91649,27.93128,200
鹿城,22647,28227,城区道路,120.61007,28.01472,150
文成,22750,28023,中小学,119.95591,27.92473,115
瓯海,22738,28025,村庄,120.67228,27.873801,170
瓯海,22737,28026,村庄,120.57834,27.920717,225
瓯海,26810,27914,工业园区,120.59549,27.94903,180
鹿城,22490,28027,工业园区,120.577501,28.029371,110
文成,22512,28031,乡镇,120.14965,27.87432,270
瑞安,26495,27678,低层居民区,120.66832,27.83885,230
泰顺,22748,27679,郊区道路,119.93259,27.41939,0
泰顺,22748,27683,乡镇,119.93904,27.62732,140
龙湾,22524,27684,城区道路,120.78101,27.84098,170
泰顺,22488,27581,乡镇,120.13925,27.48336,330
泰顺,22488,27583,国道省道,120.008003,27.46456,360
泰顺,22751,27593,城区道路,119.70206,27.55671,250
鹿城,26613,27284,风景区,120.63718,28.03104,220
泰顺,22751,27285,党政军机关,119.70901,27.55475,190
瑞安,26494,27298,山农牧林,120.71453,27.86028,330
泰顺,22751,27463,低层居民区,119.71391,27.56832,170
鹿城,26805,27464,城区道路,120.656953,28.013623,190
瑞安,22483,27178,风景区,120.31805,27.82837,315
泰顺,22488,27181,村庄,120.173101,27.431301,70
瓯海,26751,27182,高速公路,120.64935,27.88796,140
泰顺,22748,27183,村庄,119.90642,27.65388,30
鹿城,26493,27184,高层居民区,120.669665,27.992378,320
乐清,22395,27046,村庄,120.83779,28.02217,150
泰顺,22751,27047,乡镇,119.898001,27.365701,220
瑞安,26495,27048,工业园区,120.66832,27.83885,230
瓯海,22658,28858,工业园区,120.63227,27.97664,100
文成,22750,28952,乡镇,120.00394,27.77681,220
龙湾,26490,28956,乡镇,120.88469,27.96711,170
苍南,22485,26725,低层居民区,120.610001,27.432901,170
苍南,26737,26821,城中村,120.40829,27.50793,160
苍南,22747,26656,国道省道,120.40771,27.33551,120
苍南,22671,26726,国道省道,120.553539,27.570265,160
苍南,22747,26657,乡镇,120.40764,27.33395,360
苍南,26484,26658,近水近海域,120.475271,27.167268,330
鹿城,26489,28347,城区道路,120.70462,28.01851,170
鹿城,22521,28348,低层居民区,120.707177,27.998722,230
鹿城,26609,28328,工业园区,120.588717,28.034241,110
文成,22512,28331,乡镇,120.190975,27.720613,110
文成,22512,28333,企事业单位,120.097211,27.79173,210
鹿城,26623,28127,国道省道,120.586743,28.055103,185
文成,22750,28131,乡镇,119.831001,27.860401,130
文成,22512,28134,乡镇,120.12804,27.83235,60
文成,22512,28033,乡镇,120.13991,27.87514,30
瓯海,22737,28135,村庄,120.597001,27.973701,360
瑞安,26808,27778,高层居民区,120.66096,27.77701,230
龙湾,26616,27784,低层居民区,120.82878,27.92742,240
瓯海,22494,27785,企事业单位,120.613425,27.970802,150
乐清,22388,27786,村庄,121.040001,28.393401,300
乐清,22742,27686,村庄,120.867915,28.083957,235
瑞安,22652,27688,工业园区,120.45285,27.752725,330
瓯海,22646,27445,高校,120.70279,27.92414,210
鹿城,26487,27454,城区道路,120.68284,27.99338,130
鹿城,26487,27467,低层居民区,120.672205,27.998001,210
龙湾,22524,27604,城区道路,120.79576,27.83977,180
泰顺,22488,27301,乡镇,120.040057,27.508103,30
鹿城,26493,27304,城区道路,120.671015,27.993358,280
泰顺,22751,27309,村庄,119.753806,27.580502,360
乐清,22662,27186,工业园区,120.98802,28.06247,230
