district,code1,code2,description,lon,lat,other
苍南,26614,16170,低层居民区,120.551071,27.589671,
苍南,22671,16131,低层居民区,120.555001,27.576401,90
苍南,26614,16132,城区道路,120.54784,27.58452,0
苍南,22485,16083,城区道路,120.608001,27.433501,70
苍南,22516,16084,村庄,120.528001,27.485401,170
平阳,22645,15310,高层居民区,120.55729,27.67373,
平阳,22482,15311,国道省道,120.36071,27.61001,280
平阳,22645,15379,休闲娱乐场所,120.54945,27.67197,
平阳,22667,15312,写字楼,120.54558,27.61695,170
平阳,22645,15313,低层居民区,120.562001,27.667101,100
平阳,22667,15317,广场公园,120.54172,27.619301,80
平阳,22392,15259,村庄,120.18171,27.56972,200
平阳,22641,15260,低层居民区,120.561349,27.599225,
平阳,22641,15320,休闲娱乐场所,120.560167,27.608614,
平阳,26608,15197,工业园区,120.597016,27.732735,90
平阳,22667,15261,村庄,120.523001,27.687101,260
平阳,26608,15262,村庄,120.59364,27.59577,200
平阳,22641,15136,村庄,120.56623,27.58299,65
平阳,22645,15200,休闲娱乐场所,120.55264,27.66698,
平阳,22641,15201,高层居民区,120.55189,27.60401,80
平阳,22645,15140,高层居民区,120.558725,27.669632,
平阳,22392,15141,村庄,120.236506,27.637521,90
平阳,22667,15203,村庄,120.54121,27.73117,300
平阳,26608,15063,近水近海域,121.096944,27.455833,240
平阳,26608,15065,村庄,120.60194,27.728264,100
平阳,22645,15142,党政军机关,120.548477,27.669382,120
平阳,22645,15071,低层居民区,120.55934,27.69222,140
平阳,22645,15145,党政军机关,120.548477,27.669382,60
平阳,22392,15146,村庄,120.236506,27.637521,130
平阳,22487,15075,星级酒店,120.31969,27.63907,0
平阳,22645,15076,村庄,120.55934,27.69222,120
平阳,22487,15150,城区道路,120.27621,27.64278,
平阳,26608,15077,乡镇,120.61637,27.69156,30
平阳,22641,15080,写字楼,120.549027,27.607527,
平阳,26608,15081,中小学,120.575424,27.654719,270
平阳,26608,15085,村庄,120.575424,27.654719,30
龙湾,26611,15158,城区道路,120.80251,27.87206,30
平阳,22641,15160,高层居民区,120.559827,27.610813,
苍南,22747,16209,村庄,120.469298,27.442742,260
苍南,26619,16210,星级酒店,120.41302,27.52366,
苍南,26746,16211,乡镇,120.571001,27.490001,210
苍南,22747,16214,国道省道,120.510382,27.423112,0
苍南,26484,16258,郊区道路,120.43135,27.27582,90
苍南,26737,16171,低层居民区,120.390001,27.506501,80
苍南,26746,16215,乡镇,120.571001,27.490001,90
苍南,26484,16172,乡镇,120.477001,27.272701,30
苍南,26619,16174,村庄,120.46045,27.54284,160
苍南,22747,16134,近水近海域,120.53176,27.31126,260
苍南,26749,16137,近水近海域,120.67038,27.47452,150
平阳,22645,15380,星级酒店,120.555054,27.672871,
平阳,26608,15381,近水近海域,120.664033,27.62787,130
平阳,22392,15460,党政军机关,120.191947,27.655808,
平阳,22482,15382,工业园区,120.329795,27.675077,335
平阳,22487,15383,城区道路,120.29552,27.63526,330
龙湾,22394,15388,城区道路,120.80713,27.88454,90
平阳,22482,15321,中小学,120.324948,27.678853,75
平阳,22482,15322,企事业单位,120.32672,27.68522,180
平阳,22667,15390,高速公路,120.524201,27.639501,0
平阳,22667,15263,低层居民区,120.53155,27.72166,300
平阳,26618,15323,医院,120.46928,27.56776,250
平阳,22482,15325,企事业单位,120.32672,27.68522,130
平阳,22487,15202,工业园区,120.31129,27.62061,130
平阳,22667,15264,工业园区,120.54745,27.68109,60
平阳,26618,15265,低层居民区,120.451401,27.56383,45
平阳,22641,15204,高层居民区,120.562917,27.597094,0
平阳,22641,15205,高层居民区,120.55189,27.60401,80
龙湾,26616,15268,城区道路,120.787201,27.95491,0
平阳,22482,15143,工业园区,120.353686,27.636101,340
平阳,22641,15144,低层居民区,120.555001,27.609301,60
平阳,22487,15206,工业园区,120.31129,27.62061,160
龙湾,26611,15148,城区道路,120.80251,27.87206,30
平阳,22641,15211,企事业单位,120.548001,27.612201,0
平阳,26608,15212,工业园区,120.590575,27.71767,300
平阳,22392,15151,村庄,120.193999,27.566063,210
平阳,26608,15152,工业园区,120.576244,27.714741,360
平阳,22641,15215,企事业单位,120.548001,27.612201,60
平阳,22392,15153,村庄,120.301001,27.570301,345
平阳,22641,15154,低层居民区,120.547584,27.609377,5
平阳,26608,15155,工业园区,120.576244,27.714741,355
平阳,22641,15161,中小学,120.562917,27.597094,90
平阳,26608,15225,村庄,120.57571,27.650401,30
平阳,26608,15227,村庄,120.57571,27.650401,55
苍南,26809,16256,低层居民区,120.40983,27.51138,10
苍南,26809,16257,低层居民区,120.40983,27.51138,10
苍南,22516,16259,村庄,120.513001,27.518101,190
苍南,26737,16260,集贸市场,120.39719,27.50877,
苍南,26809,16300,写字楼,120.401001,27.510814,
苍南,26749,16301,村庄,120.590001,27.507201,70
苍南,26737,16216,低层居民区,120.40046,27.506901,60
苍南,26619,16261,高速公路,120.423153,27.549998,110
苍南,26737,16217,低层居民区,120.40046,27.506901,60
苍南,26615,16219,低层居民区,120.536509,27.581051,60
苍南,22485,16138,近水近海域,120.62738,27.38372,200
苍南,26737,16175,低层居民区,120.390001,27.506501,80
平阳,22641,15461,中小学,120.54312,27.60621,100
平阳,22667,15462,村庄,120.485501,27.68945,320
平阳,22641,15530,写字楼,120.55488,27.59979,
平阳,22641,15463,城区道路,120.548969,27.604135,130
瓯海,22737,15464,城区道路,120.568261,27.941127,270
平阳,22641,15465,城区道路,120.548969,27.604135,330
平阳,26618,15391,低层居民区,120.473001,27.570401,0
平阳,26608,15392,工业园区,120.57308,27.62215,110
平阳,22641,15466,中小学,120.54312,27.60621,110
平阳,22482,15327,村庄,120.37275,27.63389,60
平阳,22645,15393,高层居民区,120.56309,27.66454,120
平阳,22392,15399,村庄,120.25496,27.628901,90
平阳,26618,15267,低层居民区,120.451401,27.56383,70
平阳,26618,15329,国道省道,120.518001,27.593601,310
平阳,22645,15330,写字楼,120.554001,27.67041,
平阳,22392,15269,村庄,120.233649,27.583468,295
平阳,22641,15270,写字楼,120.55259,27.59542,
平阳,22482,15332,医院,120.41262,27.592901,90
平阳,22645,15207,村庄,120.545711,27.675401,295
平阳,22645,15210,医院,120.56179,27.671201,
平阳,22491,15271,村庄,120.358401,27.68083,350
平阳,22491,15213,村庄,120.440001,27.616201,50
平阳,22491,15275,村庄,120.358142,27.679774,115
平阳,26618,15276,国道省道,120.44951,27.551962,90
平阳,22645,15217,村庄,120.55262,27.65944,30
平阳,22667,15220,高速公路,120.500201,27.607001,260
平阳,22491,15279,村庄,120.43012,27.68003,140
平阳,26608,15221,村庄,120.614546,27.689481,310
平阳,26608,15222,村庄,120.616879,27.689582,60
平阳,22491,15223,村庄,120.41757,27.63265,310
平阳,22645,15230,休闲娱乐场所,120.556779,27.674453,
平阳,22487,15286,村庄,120.30798,27.62759,45
平阳,22487,15287,村庄,120.30798,27.62759,45
苍南,26809,16298,低层居民区,120.40098,27.51294,40
苍南,26484,16299,村庄,120.40597,27.24641,220
苍南,22398,16302,郊区道路,120.31126,27.49089,300
苍南,22398,16349,国道省道,120.310001,27.513901,30
苍南,22485,16262,近水近海域,120.613601,27.37849,140
苍南,22485,16304,乡镇,120.60318,27.42407,60
苍南,26615,16220,低层居民区,120.53083,27.58194,
苍南,26809,16263,低层居民区,120.405233,27.513647,30
苍南,26749,16176,工业园区,120.61386,27.51348,180
苍南,26749,16221,乡镇,120.61092,27.44121,75
平阳,22392,15531,村庄,120.10702,27.58527,110
平阳,22482,15532,村庄,120.40369,27.60481,0
平阳,22667,15603,高速公路,120.54182,27.67995,110
平阳,22482,15533,工业园区,120.33593,27.673301,30
平阳,22482,15535,村庄,120.40369,27.60481,30
平阳,26608,15536,写字楼,120.581104,27.724058,40
平阳,22392,15469,村庄,120.17752,27.66548,360
平阳,22641,15472,低层居民区,120.551001,27.609801,55
平阳,22391,15537,城区道路,120.557075,27.667797,260
平阳,22645,15400,高层居民区,120.56476,27.67438,
平阳,22641,15473,城区道路,120.547613,27.603611,50
瓯海,22737,15474,城区道路,120.568261,27.941127,180
平阳,26618,15331,高速公路,120.458001,27.573401,330
平阳,22487,15401,工业园区,120.31448,27.63686,0
平阳,22392,15402,村庄,120.16821,27.60193,335
平阳,22482,15333,低层居民区,120.319535,27.680628,40
平阳,26618,15335,高速公路,120.458001,27.573401,15
平阳,22667,15407,村庄,120.563001,27.742101,60
平阳,26618,15272,国道省道,120.44951,27.551962,90
平阳,22487,15273,村庄,120.31068,27.63213,30
平阳,22482,15336,医院,120.41262,27.592901,20
平阳,22487,15277,工业园区,120.316301,27.619601,350
平阳,22491,15341,村庄,120.436401,27.64966,270
平阳,22667,15342,村庄,120.55779,27.74811,70
平阳,22641,15280,低层居民区,120.55086,27.59742,
平阳,22491,15281,村庄,120.455596,27.629132,190
平阳,22667,15346,高速公路,120.55779,27.74811,60
平阳,22487,15282,低层居民区,120.309216,27.637934,10
平阳,22487,15283,低层居民区,120.327001,27.633701,65
平阳,22487,15285,低层居民区,120.309216,27.637934,10
平阳,26608,15289,近水近海域,120.652954,27.659235,30
平阳,26618,15353,长途汽车站,120.45981,27.566301,70
平阳,22645,15355,党政军机关,120.55948,27.66842,60
苍南,22398,16347,乡镇,120.299001,27.46134,70
苍南,22485,16348,近水近海域,120.63141,27.37404,0
苍南,26614,16350,商业中心,120.55003,27.58705,
苍南,22747,16351,乡镇,120.38745,27.38653,20
苍南,26749,16397,近水近海域,120.633364,27.492278,210
苍南,26749,16305,村庄,120.590001,27.507201,70
苍南,22671,16352,低层居民区,120.546001,27.572601,300
苍南,22747,16354,乡镇,120.45107,27.46785,160
苍南,22747,16264,山农牧林,120.41414,27.39253,270
苍南,22485,16307,低层居民区,120.612769,27.434744,60
苍南,26484,16222,村庄,120.46323,27.18854,0
苍南,26619,16265,高速公路,120.42264,27.54943,110
平阳,22482,15605,村庄,120.34081,27.64607,125
平阳,22667,15606,高速公路,120.54182,27.67995,55
瑞安,26621,14715,国道省道,120.686001,27.816501,60
鹿城,26804,17424,城区道路,120.647901,28.005331,110
瓯海,22527,17425,高校,120.68424,27.92043,20
鹿城,26804,17427,城区道路,120.642857,28.012923,0
泰顺,22488,17429,国道省道,120.192898,27.433281,180
泰顺,22751,17430,集贸市场,119.709496,27.557315,
泰顺,22748,17432,村庄,119.96478,27.58806,0
泰顺,22751,17433,党政军机关,119.70923,27.55992,160
乐清,26814,17486,城区道路,120.870863,28.04916,90
泰顺,22488,17372,村庄,120.075201,27.43621,40
泰顺,22748,17373,村庄,120.037631,27.543098,10
鹿城,26804,17434,城区道路,120.643553,28.011023,60
泰顺,22748,17289,村庄,119.86815,27.54414,340
泰顺,22751,17291,乡镇,119.854901,27.499701,0
鹿城,22647,17374,低层居民区,120.60552,28.01246,120
瑞安,26745,17158,村庄,120.56036,27.78831,70
鹿城,26493,17224,低层居民区,120.680662,27.989232,70
泰顺,22751,17160,星级酒店,119.718901,27.54729,
泰顺,22751,17161,低层居民区,119.705137,27.55929,15
瑞安,26748,17228,村庄,120.50289,27.763801,40
泰顺,22748,17082,村庄,119.94464,27.527552,200
泰顺,22751,17162,乡镇,119.706505,27.64845,120
泰顺,22748,17163,低层居民区,119.90646,27.57104,50
泰顺,22751,17169,村庄,119.818701,27.422651,350
泰顺,22751,17171,党政军机关,119.715001,27.564601,300
泰顺,22751,17090,商业中心,119.713901,27.55898,
泰顺,22481,17091,乡镇,119.996001,27.389101,95
鹿城,26493,17174,高层居民区,120.669665,27.992378,200
乐清,26814,17026,国道省道,121.00264,28.10321,150
泰顺,22751,17027,低层居民区,119.696335,27.55642,60
瓯海,26807,17029,工业园区,120.66759,27.94798,
瓯海,22737,18086,党政军机关,120.56926,27.96096,40
鹿城,26613,18137,低层居民区,120.613131,28.007067,10
文成,22750,18032,村庄,119.95007,27.74893,40
文成,22512,18033,乡镇,120.13991,27.87514,330
鹿城,26623,18087,工业园区,120.57698,28.04193,170
泰顺,22751,17965,低层居民区,119.71327,27.56196,110
文成,22512,18034,村庄,120.115241,27.759301,100
瓯海,22494,18036,工业园区,120.59516,27.95804,90
泰顺,22751,17967,企事业单位,119.71327,27.56202,110
瑞安,26481,17968,城区道路,120.635601,27.75863,160
苍南,26614,16558,城区道路,120.55209,27.57917,0
苍南,26746,16560,休闲娱乐场所,120.579001,27.48314,
泰顺,22751,17509,村庄,119.852291,27.346501,215
泰顺,22748,17511,村庄,119.967497,27.530323,0
泰顺,22748,17512,乡镇,119.916055,27.437857,330
泰顺,22751,17483,村庄,119.72759,27.53316,225
鹿城,22523,17484,城区道路,120.648575,28.020019,40
泰顺,22751,17485,企事业单位,119.716614,27.557073,115
瑞安,26808,17488,高层居民区,120.648156,27.774496,45
泰顺,22481,17489,村庄,119.96887,27.38276,240
泰顺,22751,17435,党政军机关,119.70923,27.55992,80
泰顺,22748,17441,村庄,119.985588,27.625961,240
泰顺,22751,17491,国道省道,119.765346,27.641211,135
瓯海,26806,17375,工业园区,120.66596,27.95634,30
泰顺,22751,17442,村庄,119.766981,27.571452,170
泰顺,22488,17443,村庄,120.03119,27.524179,70
乐清,22644,17226,城区道路,120.95954,28.11921,40
泰顺,22751,17293,村庄,119.74625,27.64166,100
鹿城,22490,17294,工业园区,120.58055,28.03228,60
泰顺,22748,17229,风景区,119.67453,27.71003,310
泰顺,22751,17230,高层居民区,119.725173,27.546027,
泰顺,22748,17299,村庄,119.89299,27.555901,240
泰顺,22751,17165,低层居民区,119.70514,27.55929,60
泰顺,22748,17231,村庄,119.75833,27.69853,250
泰顺,22748,17232,乡镇,119.901766,27.428131,300
泰顺,22748,17173,村庄,119.98106,27.661901,130
鹿城,22643,17234,低层居民区,120.643168,27.992196,0
泰顺,22751,17175,党政军机关,119.714878,27.564528,140
泰顺,22748,17239,村庄,119.69554,27.72964,270
泰顺,22748,17241,乡镇,119.92003,27.44947,110
泰顺,22488,17092,城区道路,120.04275,27.39101,110
鹿城,22397,17094,城区道路,120.701701,27.994401,100
泰顺,22748,17099,企事业单位,119.80853,27.76547,0
文成,22512,18140,写字楼,120.09844,27.79422,
文成,22512,18141,乡镇,120.116953,27.781401,310
文成,22512,18194,村庄,120.094001,27.765833,120
瓯海,26751,18195,村庄,120.63452,27.90417,205
龙湾,26611,18089,休闲娱乐场所,120.81517,27.86419,
文成,22512,18090,村庄,120.16051,27.968101,125
文成,22750,18142,村庄,119.90307,27.89094,140
文成,22750,18091,风景区,120.002331,27.84725,190
文成,22750,18092,村庄,119.85539,27.85224,125
文成,22512,18093,村庄,120.06639,27.76966,210
鹿城,26740,18037,乡镇,120.53869,28.08854,110
龙湾,26616,18039,党政军机关,120.80592,27.93527,
文成,22750,18040,风景区,119.835837,27.813227,130
苍南,26614,16601,低层居民区,120.541443,27.586603,120
苍南,22747,16602,近水近海域,120.553001,27.372001,320
苍南,26809,16604,城区道路,120.40129,27.51579,50
苍南,22668,16561,乡镇,120.544001,27.518101,30
苍南,26749,16562,工业园区,120.598001,27.438601,60
苍南,22668,16564,低层居民区,120.53477,27.51791,80
苍南,22668,16565,低层居民区,120.53477,27.51791,350
苍南,26737,16566,企事业单位,120.39425,27.50293,50
苍南,26737,16567,企事业单位,120.39425,27.50293,50
泰顺,22488,17492,村庄,120.17602,27.44548,200
泰顺,22751,17501,村庄,119.86818,27.36599,350
苍南,22516,16568,村庄,120.52323,27.51033,70
鹿城,26487,17444,城区道路,120.68284,27.99338,90
泰顺,22488,17521,郊区道路,120.065311,27.429411,90
泰顺,22751,17522,村庄,119.77923,27.43833,150
瑞安,26494,17298,山农牧林,120.71453,27.86028,50
鹿城,26493,17377,城区道路,120.67932,27.99428,60
泰顺,22488,17301,乡镇,120.040201,27.507901,45
泰顺,22751,17302,村庄,119.832067,27.328868,65
泰顺,22748,17380,国道省道,119.82362,27.77671,0
泰顺,22748,17233,村庄,119.710601,27.740051,95
泰顺,22751,17303,村庄,119.78326,27.64411,340
鹿城,26493,17304,城区道路,120.671015,27.993358,70
乐清,22662,17236,工业园区,120.98755,28.06673,80
泰顺,22751,17311,乡镇,119.781901,27.475801,350
泰顺,22751,17312,村庄,119.80915,27.61727,220
泰顺,22751,17242,村庄,119.873394,27.329798,250
鹿城,26613,17314,低层居民区,120.617097,28.01255,40
瓯海,26810,17315,村庄,120.62666,27.95745,40
乐清,22662,17176,工业园区,120.98482,28.05694,50
瑞安,22483,17178,风景区,120.31805,27.82837,105
泰顺,22751,17179,村庄,119.79364,27.42801,80
瓯海,22738,18196,工业园区,120.66547,27.86624,40
鹿城,26613,18247,城中村,120.61544,28.02347,100
文成,22750,18143,村庄,120.027951,27.751131,90
文成,22512,18144,村庄,120.15935,27.79675,350
鹿城,22665,18197,城中村,120.583301,28.017041,330
瓯海,26741,18146,工业园区,120.65547,27.97159,60
鹿城,22665,18147,普铁,120.59212,28.00644,65
文成,22750,18264,风景区,119.92312,27.853873,340
文成,22512,18323,村庄,120.09357,27.73863,320
瓯海,26810,18326,工业园区,120.62801,27.96781,300
苍南,22747,16656,国道省道,120.40771,27.33551,40
苍南,22747,16657,乡镇,120.40764,27.33395,360
苍南,26614,16605,低层居民区,120.541443,27.586603,120
苍南,22398,16607,村庄,120.30938,27.44902,310
苍南,26619,16609,高层居民区,120.40478,27.52527,
苍南,26746,16611,乡镇,120.576001,27.485701,100
苍南,22398,16612,村庄,120.254377,27.470369,130
苍南,26746,16615,低层居民区,120.576001,27.485701,100
苍南,26615,16569,低层居民区,120.53011,27.58218,
苍南,26614,16570,高层居民区,120.542757,27.584743,
苍南,26484,16618,近水近海域,120.50462,27.215101,280
鹿城,22654,17527,城区道路,120.673801,28.020771,120
苍南,26619,16572,低层居民区,120.411015,27.52338,15
瑞安,26622,17378,城区道路,120.676101,27.78501,100
泰顺,22748,17379,村庄,119.969551,27.554141,85
泰顺,22751,17381,村庄,119.887532,27.333552,350
泰顺,22488,17382,村庄,120.121911,27.419471,260
泰顺,22488,17451,国道省道,120.05403,27.44416,270
泰顺,22751,17309,村庄,119.753806,27.580502,120
泰顺,22751,17383,村庄,119.82876,27.36287,230
鹿城,26613,17384,广场公园,120.64309,28.03044,100
泰顺,22751,17313,村庄,119.81363,27.64017,160
泰顺,22751,17390,低层居民区,119.71896,27.55759,
泰顺,22488,17391,郊区道路,120.062688,27.415238,230
泰顺,22748,17319,村庄,119.81927,27.70834,80
鹿城,26613,17394,广场公园,120.64129,28.03274,120
泰顺,22488,17180,星级酒店,120.08275,27.39853,
泰顺,22488,17243,村庄,120.102811,27.410711,260
鹿城,22643,17244,工业园区,120.664889,27.991344,50
文成,22512,18251,低层居民区,120.059668,27.79004,350
文成,22512,18252,村庄,120.11621,27.855896,320
文成,22750,18313,村庄,120.08728,27.60926,50
龙湾,22390,18199,工业园区,120.73911,27.98027,
文成,22750,18201,乡镇,120.016883,27.878813,325
文成,22750,18253,村庄,120.047256,27.849867,120
文成,22750,18202,村庄,120.040313,27.945701,285
文成,22512,18203,村庄,120.17157,27.85615,210
龙湾,22390,18205,城区道路,120.728601,28.000251,110
文成,22750,18461,国道省道,119.96142,27.82416,360
文成,22512,18462,村庄,120.03977,27.76481,100
瓯海,22658,18466,郊区道路,120.634793,27.973753,140
苍南,22747,16702,村庄,120.47241,27.485801,120
苍南,26484,16703,村庄,120.466751,27.174186,135
苍南,22393,16704,国道省道,120.35066,27.44915,280
苍南,26484,16658,近水近海域,120.475271,27.167268,180
苍南,26614,16659,高层居民区,120.550085,27.586979,
苍南,26619,16660,写字楼,120.401715,27.51754,
苍南,26809,16661,低层居民区,120.40486,27.51297,100
苍南,22398,16662,村庄,120.292677,27.456534,330
苍南,22393,16617,郊区道路,120.37946,27.44096,30
苍南,26484,16664,国道省道,120.48434,27.19788,250
苍南,26619,16620,写字楼,120.406766,27.518389,
苍南,26614,16621,低层居民区,120.546872,27.586318,215
苍南,26619,16575,低层居民区,120.411015,27.52338,75
苍南,22671,16622,乡镇,120.54737,27.57349,30
瓯海,22646,17445,高校,120.70279,27.92414,130
鹿城,22659,17447,风景区,120.45952,28.12245,80
泰顺,22751,17449,村庄,119.766989,27.458795,0
苍南,22671,16528,城区道路,120.56497,27.57016,70
泰顺,22751,17452,工业园区,119.74142,27.55351,280
泰顺,22751,17453,村庄,119.72777,27.47466,300
苍南,26484,16531,村庄,120.428001,27.278301,70
泰顺,22751,17389,国道省道,119.803095,27.511197,360
鹿城,26487,17454,城区道路,120.68284,27.99338,30
乐清,26814,17456,国道省道,121.001004,28.134494,230
泰顺,22488,17392,风景区,120.086956,27.389734,350
泰顺,22748,17461,国道省道,119.724368,27.722919,300
泰顺,22748,17462,村庄,119.975949,27.640541,190
瓯海,22657,17395,郊区道路,120.57531,27.99767,90
泰顺,22488,17399,国道省道,119.967841,27.484191,360
乐清,22480,17246,郊区道路,120.954701,28.10437,15
泰顺,22488,17320,乡镇,120.15478,27.48461,0
泰顺,22751,17321,乡镇,119.73833,27.42889,310
文成,22512,18314,低层居民区,120.08728,27.783779,50
瓯海,22384,18315,低层居民区,120.636601,27.99832,60
瓯海,22737,18375,村庄,120.59711,27.93749,60
文成,22750,18254,村庄,120.04534,27.91316,190
瓯海,22657,18256,高速公路,120.589215,27.997407,40
鹿城,22660,18257,工业园区,120.58698,28.07118,85
鹿城,26493,18258,低层居民区,120.67434,27.994295,110
泰顺,22751,17572,企事业单位,119.715661,27.570071,360
泰顺,22751,17573,村庄,119.832627,27.501598,360
泰顺,22751,17575,企事业单位,119.715661,27.570071,80
苍南,26614,16753,低层居民区,120.549597,27.586525,0
苍南,22398,16754,高速公路,120.28435,27.45803,200
苍南,26737,16705,低层居民区,120.408001,27.503301,40
苍南,26619,16708,低层居民区,120.414198,27.513654,10
苍南,22668,16710,低层居民区,120.52454,27.572501,
苍南,26619,16711,低层居民区,120.411201,27.51009,80
苍南,26809,16665,低层居民区,120.40486,27.51297,100
苍南,26749,16712,村庄,120.62087,27.40695,90
苍南,22398,16666,国道省道,120.29268,27.45653,25
苍南,22398,16667,村庄,120.31339,27.503401,280
苍南,22663,16670,高层居民区,120.43409,27.51911,
苍南,26614,16625,低层居民区,120.54736,27.58526,115
苍南,26737,16671,低层居民区,120.402001,27.505301,30
苍南,22668,16529,高层居民区,120.54211,27.515301,
苍南,26619,16576,低层居民区,120.40975,27.52467,240
苍南,22747,16532,郊区道路,120.433611,27.339843,340
苍南,26614,16580,低层居民区,120.54506,27.59445,
泰顺,22751,17459,村庄,119.801571,27.363721,90
苍南,22671,16534,低层居民区,120.570001,27.572801,10
泰顺,22751,17463,低层居民区,119.71391,27.56832,100
苍南,26615,16536,城区道路,120.53604,27.58731,70
鹿城,26805,17464,城区道路,120.656953,28.013623,25
鹿城,26487,17467,低层居民区,120.672205,27.998001,120
泰顺,22751,17322,低层居民区,119.72094,27.54655,0
泰顺,22751,17401,村庄,119.85586,27.48261,150
泰顺,22748,17402,村庄,120.02127,27.55828,80
瓯海,22494,18376,工业园区,120.60138,27.95794,315
乐清,22395,18379,工业园区,120.81297,28.026101,
瓯海,26806,18316,工业园区,120.64911,27.95241,10
鹿城,22665,18317,长途汽车站,120.59653,28.021498,75
乐清,22395,18319,写字楼,120.80688,28.023801,
文成,22512,18321,乡镇,120.209555,27.750401,290
文成,22512,18322,村庄,120.16302,27.75637,190
瓯海,22646,18386,高校,120.69711,27.924685,0
鹿城,22647,18387,工业园区,120.60664,28.02693,140
苍南,22485,16811,乡镇,120.60776,27.41786,60
苍南,26619,16813,城区道路,120.41035,27.51502,0
苍南,22516,16757,村庄,120.545351,27.486451,325
苍南,26813,16758,国道省道,120.51817,27.58833,0
苍南,26737,16759,高层居民区,120.39578,27.50976,
苍南,22747,16761,近水近海域,120.54794,27.29587,260
苍南,26619,16762,党政军机关,120.41769,27.51645,5
苍南,22747,16714,国道省道,120.377501,27.423589,40
苍南,22671,16763,低层居民区,120.565056,27.574118,290
苍南,26619,16715,低层居民区,120.411201,27.51009,85
苍南,26809,16716,城区道路,120.40616,27.50973,30
苍南,26746,16672,低层居民区,120.57047,27.47443,240
苍南,26484,16674,国道省道,120.449001,27.308701,60
苍南,26749,16577,低层居民区,120.63953,27.44036,140
苍南,22485,16579,高层居民区,120.60236,27.42975,
苍南,22671,16631,低层居民区,120.55149,27.577501,85
苍南,22671,16535,中小学,120.570001,27.572801,10
苍南,26749,16582,近水近海域,120.64182,27.439073,65
苍南,22516,16537,村庄,120.494001,27.51767,210
苍南,22668,16584,低层居民区,120.54195,27.56594,325
苍南,26615,16538,城区道路,120.53604,27.58731,70
苍南,22663,16539,高层居民区,120.43409,27.51911,
泰顺,22751,17403,村庄,119.840911,27.531231,210
泰顺,22748,17469,村庄,120.004301,27.567192,305
泰顺,22748,17471,村庄,119.89741,27.584442,330
瓯海,22494,18446,国道省道,120.609541,27.958792,300
鹿城,26489,18447,会展中心,120.72171,28.01596,100
文成,22750,18381,村庄,119.955917,27.71175,90
文成,22750,18382,村庄,119.91386,27.93813,320
文成,22512,18383,村庄,120.14928,27.71625,0
文成,22512,18384,党政军机关,120.09394,27.78908,65
瓯海,22657,18385,村庄,120.58255,27.98841,90
文成,22512,18452,村庄,120.106904,27.758361,20
文成,22512,18094,村庄,120.19821,27.91066,240
瓯海,22657,18095,城区道路,120.61375,27.97745,60
文成,22750,18150,村庄,119.88908,27.89495,
苍南,22663,16814,村庄,120.47501,27.51805,120
苍南,26615,16866,低层居民区,120.52323,27.57929,35
苍南,26615,16760,写字楼,120.53607,27.58369,
苍南,22485,16815,低层居民区,120.61304,27.428201,50
苍南,26737,16821,城中村,120.40829,27.50793,60
苍南,22663,16822,村庄,120.46222,27.51167,0
苍南,22671,16765,低层居民区,120.565056,27.574118,320
苍南,26737,16824,低层居民区,120.38961,27.50881,70
苍南,26619,16766,党政军机关,120.41769,27.51645,5
苍南,22398,16767,郊区道路,120.25304,27.50375,150
苍南,26813,16768,国道省道,120.61613,27.39608,140
苍南,26809,16718,城区道路,120.40616,27.50973,60
苍南,26614,16720,写字楼,120.540603,27.584788,
苍南,26619,16627,村庄,120.40448,27.55821,130
苍南,26484,16628,郊区道路,120.47746,27.24044,80
苍南,22663,16630,低层居民区,120.421731,27.514543,
苍南,22516,16632,村庄,120.52161,27.49514,360
苍南,26749,16678,近水近海域,120.60823,27.51764,160
苍南,22747,16583,村庄,120.39164,27.38335,10
苍南,22398,16634,山农牧林,120.30282,27.51467,125
苍南,22671,16636,低层居民区,120.55643,27.57447,30
苍南,22485,16541,村庄,120.61743,27.39927,120
苍南,22668,16586,低层居民区,120.54195,27.56594,60
苍南,26749,16587,村庄,120.65337,27.47103,240
泰顺,22488,17472,村庄,120.07506,27.53171,30
苍南,22747,16542,村庄,120.28981,27.42634,170
龙湾,26490,18526,城区道路,120.82795,27.95123,90
鹿城,22397,18527,城区道路,120.62362,28.01828,75
龙湾,22390,18448,企事业单位,120.745853,27.974961,30
鹿城,26488,18449,医院,120.689894,28.002102,
文成,22750,18451,村庄,119.943311,27.87502,310
鹿城,22665,18457,城中村,120.58988,28.01211,50
乐清,22653,18459,高层居民区,120.870796,28.048908,
文成,22512,18151,乡镇,120.156947,27.702339,240
文成,22750,18152,村庄,119.99575,27.72344,270
瓯海,22738,18206,工业园区,120.665704,27.858056,60
苍南,26615,16867,工业园区,120.52323,27.57929,35
苍南,22671,16915,乡镇,120.58616,27.52978,170
苍南,22485,16817,乡镇,120.61304,27.428201,50
苍南,26813,16818,高速公路,120.328763,27.464368,80
苍南,22747,16868,乡镇,120.39542,27.346101,60
苍南,22668,16871,低层居民区,120.52553,27.57608,90
苍南,26749,16872,村庄,120.63535,27.39969,320
苍南,26737,16825,城中村,120.40829,27.50793,60
苍南,22393,16874,村庄,120.373232,27.491975,70
苍南,26737,16826,低层居民区,120.38961,27.50881,185
苍南,26813,16828,高速公路,120.291408,27.458619,200
